"","V1","V2"
"","4828.9","92329"
"","4829.399","92338"
"","4829.901","92327"
"","4830.4","92327"
"","4830.903","92324"
"","4831.402","92328"
"","4831.903","92330"
"","4832.402","92328"
"","4832.905","92328"
"","4833.404","92330"
"","4833.906","92326"
"","4834.405","92320"
"","4834.907","92326"
"","4835.406","92327"
"","4835.908","92323"
"","4836.406","92327"
"","4836.91","92323"
"","4837.408","92331"
"","4837.91","92323"
"","4838.408","92328"
"","4838.912","92333"
"","4839.41","92330"
"","4839.913","92328"
"","4840.411","92331"
"","4840.914","92326"
"","4841.412","92334"
"","4841.915","92323"
"","4842.413","92327"
"","4842.917","92326"
"","4843.415","92325"
"","4843.917","92328"
"","4844.415","92331"
"","4844.918","92327"
"","4845.417","92331"
"","4845.919","92328"
"","4846.418","92329"
"","4846.92","92332"
"","4847.419","92336"
"","4847.921","92336"
"","4848.42","92337"
"","4848.923","92330"
"","4849.422","92325"
"","4849.923","92328"
"","4850.422","92334"
"","4850.925","92335"
"","4851.424","92334"
"","4851.926","92327"
"","4852.425","92327"
"","4852.927","92334"
"","4853.426","92325"
"","4853.928","92335"
"","4854.427","92329"
"","4854.93","92330"
"","4855.429","92332"
"","4855.93","92331"
"","4856.429","92330"
"","4856.932","92332"
"","4857.431","92331"
"","4857.933","92322"
"","4858.432","92325"
"","4858.934","92328"
"","4859.475","92329"
"","4859.935","92335"
"","4860.434","92330"
"","4860.937","92333"
"","4861.436","92332"
"","4861.937","92331"
"","4862.436","92328"
"","4862.939","92330"
"","4863.438","92333"
"","4863.94","92326"
"","4864.439","92329"
"","4864.941","92329"
"","4865.44","92331"
"","4865.942","92332"
"","4866.441","92329"
"","4866.944","92323"
"","4867.443","92325"
"","4867.944","92330"
"","4868.443","92331"
"","4868.946","92324"
"","4869.445","92326"
"","4869.947","92330"
"","4870.446","92331"
"","4870.948","92330"
"","4871.447","92331"
"","4871.949","92327"
"","4872.447","92330"
"","4872.951","92333"
"","4873.449","92330"
"","4873.951","92324"
"","4874.449","92332"
"","4874.953","92328"
"","4875.451","92330"
"","4875.954","92336"
"","4876.452","92335"
"","4876.955","92333"
"","4877.453","92330"
"","4877.956","92328"
"","4878.454","92328"
"","4878.958","92327"
"","4879.456","92328"
"","4879.958","92331"
"","4880.456","92334"
"","4880.959","92330"
"","4881.458","92331"
"","4881.96","92331"
"","4882.459","92326"
"","4882.961","92326"
"","4883.46","92332"
"","4883.962","92326"
"","4884.461","92328"
"","4884.964","92328"
"","4885.463","92327"
"","4885.964","92325"
"","4886.463","92332"
"","4886.966","92323"
"","4887.465","92324"
"","4887.967","92324"
"","4888.466","92325"
"","4888.968","92325"
"","4889.467","92328"
"","4889.969","92324"
"","4890.468","92329"
"","4890.971","92329"
"","4891.47","92327"
"","4891.971","92326"
"","4892.47","92324"
"","4892.973","92331"
"","4893.472","92328"
"","4893.974","92328"
"","4894.473","92326"
"","4894.975","92325"
"","4895.474","92330"
"","4895.976","92333"
"","4896.475","92330"
"","4896.978","92326"
"","4897.477","92330"
"","4897.978","92328"
"","4898.477","92324"
"","4898.98","92330"
"","4899.479","92328"
"","4899.981","92329"
"","4900.48","92332"
"","4900.982","92330"
"","4901.481","92323"
"","4901.983","92325"
"","4902.482","92327"
"","4902.985","92327"
"","4903.484","92330"
"","4903.985","92330"
"","4904.484","92332"
"","4904.987","92326"
"","4905.486","92331"
"","4905.988","92326"
"","4906.487","92326"
"","4906.989","92325"
"","4907.488","92330"
"","4907.99","92333"
"","4908.488","92327"
"","4908.992","92335"
"","4909.49","92332"
"","4909.992","92331"
"","4910.49","92325"
"","4910.994","92332"
"","4911.492","92330"
"","4911.995","92338"
"","4912.493","92335"
"","4912.996","92334"
"","4913.494","92330"
"","4913.997","92328"
"","4914.495","92333"
"","4914.999","92335"
"","4915.497","92332"
"","4915.999","92334"
"","4916.497","92328"
"","4917","92325"
"","4917.499","92326"
"","4918.001","92335"
"","4918.5","92333"
"","4919.002","92332"
"","4919.501","92330"
"","4920.003","92335"
"","4920.502","92329"
"","4921.005","92332"
"","4921.504","92334"
"","4922.005","92336"
"","4922.504","92331"
"","4923.007","92330"
"","4923.506","92328"
"","4924.007","92338"
"","4924.506","92336"
"","4925.008","92340"
"","4925.507","92327"
"","4926.01","92328"
"","4926.509","92327"
"","4927.011","92332"
"","4927.51","92330"
"","4928.012","92331"
"","4928.511","92330"
"","4929.013","92335"
"","4929.512","92333"
"","4930.015","92330"
"","4930.514","92328"
"","4931.015","92330"
"","4931.514","92327"
"","4932.017","92329"
"","4932.516","92330"
"","4933.018","92338"
"","4933.517","92334"
"","4934.019","92337"
"","4934.518","92334"
"","4935.02","92334"
"","4935.519","92331"
"","4936.022","92324"
"","4936.521","92331"
"","4937.068","92328"
"","4937.521","92331"
"","4938.023","92332"
"","4938.522","92331"
"","4939.025","92331"
"","4939.524","92329"
"","4940.025","92328"
"","4940.524","92329"
"","4941.027","92328"
"","4941.526","92328"
"","4942.028","92329"
"","4942.527","92325"
"","4943.029","92326"
"","4943.528","92322"
"","4944.03","92324"
"","4944.528","92326"
"","4945.032","92334"
"","4945.53","92334"
"","4946.032","92330"
"","4946.53","92333"
"","4947.034","92332"
"","4947.532","92332"
"","4948.035","92334"
"","4948.533","92340"
"","4949.036","92335"
"","4949.534","92333"
"","4950.037","92330"
"","4950.535","92332"
"","4951.038","92329"
"","4951.536","92327"
"","4952.039","92329"
"","4952.537","92327"
"","4953.04","92330"
"","4953.538","92331"
"","4954.041","92331"
"","4954.54","92328"
"","4955.041","92327"
"","4955.54","92330"
"","4956.043","92331"
"","4956.542","92331"
"","4957.044","92329"
"","4957.543","92333"
"","4958.045","92329"
"","4958.544","92329"
"","4959.046","92331"
"","4959.545","92330"
"","4960.048","92332"
"","4960.547","92335"
"","4961.048","92329"
"","4961.547","92330"
"","4962.05","92329"
"","4962.549","92331"
"","4963.05","92327"
"","4963.549","92326"
"","4964.051","92324"
"","4964.55","92329"
"","4965.053","92325"
"","4965.552","92329"
"","4966.054","92335"
"","4966.553","92332"
"","4967.055","92327"
"","4967.554","92330"
"","4968.056","92322"
"","4968.555","92324"
"","4969.058","92331"
"","4969.557","92322"
"","4970.058","92331"
"","4970.557","92324"
"","4971.06","92331"
"","4971.559","92325"
"","4972.061","92330"
"","4972.56","92334"
"","4973.062","92334"
"","4973.561","92328"
"","4974.063","92331"
"","4974.562","92329"
"","4975.065","92338"
"","4975.564","92335"
"","4976.065","92334"
"","4976.564","92330"
"","4977.066","92326"
"","4977.565","92329"
"","4978.068","92330"
"","4978.567","92323"
"","4979.068","92331"
"","4979.567","92335"
"","4980.07","92329"
"","4980.569","92332"
"","4981.07","92330"
"","4981.569","92325"
"","4982.072","92328"
"","4982.57","92326"
"","4983.073","92325"
"","4983.571","92327"
"","4984.074","92330"
"","4984.572","92332"
"","4985.075","92335"
"","4985.573","92337"
"","4986.077","92338"
"","4986.575","92333"
"","4987.077","92324"
"","4987.575","92324"
"","4988.078","92324"
"","4988.58","92329"
"","4989.079","92328"
"","4989.582","92324"
"","4990.08","92330"
"","4990.58","92331"
"","4991.079","92331"
"","4991.583","92333"
"","4992.081","92335"
"","4992.582","92332"
"","4993.08","92331"
"","4993.583","92330"
"","4994.081","92331"
"","4994.583","92325"
"","4995.081","92326"
"","4995.583","92328"
"","4996.081","92327"
"","4996.584","92330"
"","4997.081","92328"
"","4997.592","92328"
"","4998.082","92328"
"","4998.592","92328"
"","4999.082","92324"
"","4999.592","92328"
"","5000.084","92322"
"","5000.593","92338"
"","5001.085","92334"
"","5001.592","92337"
"","5002.086","92332"
"","5002.593","92332"
"","5003.087","92330"
"","5003.592","92332"
"","5004.089","92340"
"","5004.593","92334"
"","5005.089","92331"
"","5005.592","92327"
"","5006.091","92336"
"","5006.593","92329"
"","5007.092","92323"
"","5007.593","92324"
"","5008.093","92328"
"","5008.596","92334"
"","5009.094","92330"
"","5009.596","92332"
"","5010.096","92338"
"","5010.596","92341"
"","5011.096","92328"
"","5011.598","92335"
"","5012.098","92333"
"","5012.6","92325"
"","5013.099","92330"
"","5013.6","92328"
"","5014.1","92337"
"","5014.649","92332"
"","5015.101","92327"
"","5015.61","92333"
"","5016.102","92330"
"","5016.61","92328"
"","5017.103","92326"
"","5017.61","92327"
"","5018.104","92322"
"","5018.61","92328"
"","5019.106","92328"
"","5019.61","92326"
"","5020.106","92330"
"","5020.61","92331"
"","5021.108","92330"
"","5021.61","92325"
"","5022.109","92333"
"","5022.61","92332"
"","5023.11","92327"
"","5023.614","92328"
"","5024.111","92330"
"","5024.616","92329"
"","5025.113","92327"
"","5025.614","92336"
"","5026.113","92327"
"","5026.616","92328"
"","5027.115","92327"
"","5027.822","92327"
"","5028.115","92323"
"","5028.617","92333"
"","5029.116","92333"
"","5029.619","92334"
"","5030.118","92338"
"","5030.62","92322"
"","5031.119","92325"
"","5031.621","92325"
"","5032.12","92325"
"","5032.622","92325"
"","5033.121","92325"
"","5033.624","92336"
"","5034.122","92335"
"","5034.624","92332"
"","5035.122","92335"
"","5035.626","92334"
"","5036.124","92336"
"","5036.627","92336"
"","5037.125","92335"
"","5037.628","92329"
"","5038.126","92329"
"","5038.629","92328"
"","5039.127","92324"
"","5039.631","92334"
"","5040.129","92330"
"","5040.631","92337"
"","5041.129","92329"
"","5041.633","92322"
"","5042.131","92325"
"","5042.634","92331"
"","5043.132","92330"
"","5043.634","92330"
"","5044.133","92329"
"","5044.635","92332"
"","5045.134","92327"
"","5045.637","92326"
"","5046.136","92325"
"","5046.637","92328"
"","5047.136","92333"
"","5047.639","92332"
"","5048.138","92328"
"","5048.64","92324"
"","5049.139","92327"
"","5049.641","92329"
"","5050.14","92331"
"","5050.642","92331"
"","5051.141","92331"
"","5051.644","92331"
"","5052.143","92333"
"","5052.644","92327"
"","5053.143","92327"
"","5053.646","92329"
"","5054.145","92328"
"","5054.647","92335"
"","5055.146","92337"
"","5055.648","92340"
"","5056.147","92335"
"","5056.649","92338"
"","5057.148","92333"
"","5057.651","92330"
"","5058.15","92329"
"","5058.651","92328"
"","5059.15","92331"
"","5059.653","92339"
"","5060.152","92338"
"","5060.654","92334"
"","5061.153","92331"
"","5061.655","92340"
"","5062.154","92338"
"","5062.656","92333"
"","5063.155","92335"
"","5063.658","92332"
"","5064.157","92331"
"","5064.658","92334"
"","5065.157","92327"
"","5065.66","92327"
"","5066.159","92330"
"","5066.661","92322"
"","5067.16","92323"
"","5067.662","92328"
"","5068.161","92331"
"","5068.663","92332"
"","5069.162","92328"
"","5069.665","92332"
"","5070.163","92332"
"","5070.665","92334"
"","5071.163","92328"
"","5071.667","92324"
"","5072.165","92326"
"","5072.668","92327"
"","5073.166","92329"
"","5073.669","92328"
"","5074.167","92327"
"","5074.67","92326"
"","5075.168","92328"
"","5075.672","92325"
"","5076.17","92330"
"","5076.672","92324"
"","5077.17","92335"
"","5077.674","92333"
"","5078.172","92333"
"","5078.674","92327"
"","5079.173","92323"
"","5079.675","92328"
"","5080.174","92339"
"","5080.676","92332"
"","5081.175","92333"
"","5081.678","92338"
"","5082.177","92330"
"","5082.678","92332"
"","5083.177","92337"
"","5083.68","92328"
"","5084.179","92337"
"","5084.681","92330"
"","5085.18","92329"
"","5085.682","92324"
"","5086.181","92327"
"","5086.683","92329"
"","5087.182","92330"
"","5087.685","92334"
"","5088.184","92348"
"","5088.685","92331"
"","5089.184","92336"
"","5089.687","92334"
"","5090.186","92334"
"","5090.688","92332"
"","5091.187","92331"
"","5091.689","92335"
"","5092.188","92335"
"","5092.69","92335"
"","5093.189","92334"
"","5093.692","92333"
"","5094.191","92335"
"","5094.692","92330"
"","5095.191","92331"
"","5095.694","92339"
"","5096.193","92330"
"","5096.695","92334"
"","5097.194","92334"
"","5097.696","92335"
"","5098.195","92339"
"","5098.697","92330"
"","5099.196","92337"
"","5099.699","92330"
"","5100.198","92330"
"","5100.699","92335"
"","5101.198","92336"
"","5101.701","92327"
"","5102.2","92333"
"","5102.702","92334"
"","5103.201","92330"
"","5103.703","92333"
"","5104.202","92330"
"","5104.704","92335"
"","5105.203","92331"
"","5105.706","92335"
"","5106.204","92330"
"","5106.706","92333"
"","5107.204","92332"
"","5107.708","92337"
"","5108.206","92335"
"","5108.709","92338"
"","5109.207","92332"
"","5109.71","92334"
"","5110.208","92341"
"","5110.711","92330"
"","5111.209","92335"
"","5111.713","92336"
"","5112.211","92342"
"","5112.713","92339"
"","5113.211","92333"
"","5113.715","92335"
"","5114.213","92341"
"","5114.715","92331"
"","5115.214","92331"
"","5115.716","92333"
"","5116.215","92339"
"","5116.717","92336"
"","5117.216","92335"
"","5117.719","92336"
"","5118.218","92342"
"","5118.719","92340"
"","5119.218","92342"
"","5119.721","92348"
"","5120.22","92334"
"","5120.722","92329"
"","5121.221","92334"
"","5121.723","92327"
"","5122.222","92335"
"","5122.724","92337"
"","5123.223","92331"
"","5123.726","92330"
"","5124.225","92333"
"","5124.726","92326"
"","5125.225","92331"
"","5125.728","92339"
"","5126.227","92327"
"","5126.729","92335"
"","5127.228","92342"
"","5127.73","92348"
"","5128.229","92336"
"","5128.731","92332"
"","5129.23","92329"
"","5129.733","92335"
"","5130.232","92335"
"","5130.733","92338"
"","5131.232","92336"
"","5131.735","92333"
"","5132.234","92348"
"","5132.736","92334"
"","5133.235","92325"
"","5133.737","92329"
"","5134.236","92334"
"","5134.738","92334"
"","5135.237","92335"
"","5135.74","92337"
"","5136.239","92336"
"","5136.74","92346"
"","5137.239","92333"
"","5137.742","92341"
"","5138.241","92359"
"","5138.743","92338"
"","5139.242","92336"
"","5139.744","92345"
"","5140.243","92341"
"","5140.745","92342"
"","5141.244","92331"
"","5141.747","92336"
"","5142.245","92341"
"","5142.747","92354"
"","5143.245","92349"
"","5143.749","92355"
"","5144.247","92348"
"","5144.75","92335"
"","5145.248","92335"
"","5145.751","92338"
"","5146.249","92346"
"","5146.752","92333"
"","5147.25","92339"
"","5147.754","92350"
"","5148.252","92332"
"","5148.754","92343"
"","5149.252","92333"
"","5149.756","92345"
"","5150.254","92359"
"","5150.756","92345"
"","5151.255","92346"
"","5151.757","92329"
"","5152.256","92339"
"","5152.758","92352"
"","5153.257","92348"
"","5153.76","92340"
"","5154.259","92341"
"","5154.76","92337"
"","5155.259","92339"
"","5155.762","92339"
"","5156.261","92334"
"","5156.763","92329"
"","5157.262","92344"
"","5157.764","92333"
"","5158.263","92331"
"","5158.765","92342"
"","5159.264","92339"
"","5159.767","92333"
"","5160.266","92336"
"","5160.767","92349"
"","5161.266","92323"
"","5161.769","92359"
"","5162.268","92343"
"","5162.77","92354"
"","5163.269","92350"
"","5163.771","92333"
"","5164.27","92350"
"","5164.772","92343"
"","5165.271","92346"
"","5165.774","92334"
"","5166.273","92340"
"","5166.774","92352"
"","5167.273","92352"
"","5167.776","92334"
"","5168.275","92336"
"","5168.777","92342"
"","5169.276","92337"
"","5169.778","92332"
"","5170.277","92363"
"","5170.779","92355"
"","5171.278","92356"
"","5171.781","92349"
"","5172.28","92359"
"","5172.781","92332"
"","5173.28","92350"
"","5173.783","92347"
"","5174.282","92358"
"","5174.784","92330"
"","5175.283","92337"
"","5175.785","92347"
"","5176.284","92346"
"","5176.786","92338"
"","5177.284","92348"
"","5177.788","92355"
"","5178.286","92334"
"","5178.788","92352"
"","5179.286","92349"
"","5179.79","92341"
"","5180.288","92352"
"","5180.791","92363"
"","5181.289","92358"
"","5181.792","92362"
"","5182.29","92346"
"","5182.793","92348"
"","5183.291","92340"
"","5183.795","92346"
"","5184.293","92354"
"","5184.795","92332"
"","5185.293","92347"
"","5185.796","92340"
"","5186.295","92334"
"","5186.797","92344"
"","5187.296","92341"
"","5187.798","92351"
"","5188.297","92341"
"","5188.799","92345"
"","5189.298","92344"
"","5189.801","92335"
"","5190.3","92364"
"","5190.801","92357"
"","5191.3","92345"
"","5191.803","92353"
"","5192.302","92350"
"","5192.804","92351"
"","5193.303","92360"
"","5193.805","92360"
"","5194.304","92360"
"","5194.806","92351"
"","5195.305","92362"
"","5195.808","92363"
"","5196.307","92340"
"","5196.808","92362"
"","5197.307","92357"
"","5197.81","92353"
"","5198.309","92349"
"","5198.811","92351"
"","5199.31","92363"
"","5199.812","92350"
"","5200.311","92334"
"","5200.813","92356"
"","5201.312","92351"
"","5201.815","92353"
"","5202.314","92350"
"","5202.815","92340"
"","5203.314","92343"
"","5203.817","92342"
"","5204.316","92350"
"","5204.818","92355"
"","5205.317","92336"
"","5205.819","92342"
"","5206.318","92349"
"","5206.82","92350"
"","5207.319","92350"
"","5207.822","92339"
"","5208.321","92359"
"","5208.822","92357"
"","5209.321","92360"
"","5209.824","92355"
"","5210.323","92364"
"","5210.825","92363"
"","5211.324","92368"
"","5211.826","92365"
"","5212.325","92353"
"","5212.827","92337"
"","5213.325","92349"
"","5213.829","92344"
"","5214.327","92361"
"","5214.829","92360"
"","5215.327","92351"
"","5215.831","92351"
"","5216.329","92346"
"","5216.832","92351"
"","5217.33","92354"
"","5217.833","92340"
"","5218.331","92355"
"","5218.834","92346"
"","5219.332","92348"
"","5219.836","92354"
"","5220.334","92347"
"","5220.836","92363"
"","5221.334","92345"
"","5221.837","92354"
"","5222.336","92345"
"","5222.838","92356"
"","5223.337","92355"
"","5223.839","92355"
"","5224.338","92346"
"","5224.84","92363"
"","5225.339","92351"
"","5225.842","92358"
"","5226.341","92361"
"","5226.842","92350"
"","5227.341","92349"
"","5227.844","92362"
"","5228.343","92359"
"","5228.845","92361"
"","5229.344","92348"
"","5229.846","92349"
"","5230.345","92350"
"","5230.847","92359"
"","5231.346","92355"
"","5231.849","92357"
"","5232.348","92360"
"","5232.849","92358"
"","5233.348","92363"
"","5233.851","92345"
"","5234.35","92341"
"","5234.852","92363"
"","5235.351","92354"
"","5235.853","92364"
"","5236.352","92363"
"","5236.854","92360"
"","5237.353","92356"
"","5237.856","92357"
"","5238.355","92339"
"","5238.856","92358"
"","5239.355","92357"
"","5239.858","92347"
"","5240.357","92359"
"","5240.859","92352"
"","5241.358","92340"
"","5241.86","92359"
"","5242.359","92361"
"","5242.861","92350"
"","5243.36","92359"
"","5243.863","92357"
"","5244.362","92358"
"","5244.863","92355"
"","5245.362","92359"
"","5245.865","92363"
"","5246.364","92344"
"","5246.866","92343"
"","5247.365","92353"
"","5247.867","92342"
"","5248.366","92346"
"","5248.868","92351"
"","5249.366","92361"
"","5249.87","92361"
"","5250.368","92352"
"","5250.87","92357"
"","5251.368","92362"
"","5251.872","92361"
"","5252.37","92360"
"","5252.873","92355"
"","5253.371","92355"
"","5253.874","92357"
"","5254.372","92348"
"","5254.875","92359"
"","5255.373","92344"
"","5255.877","92355"
"","5256.375","92356"
"","5256.877","92360"
"","5257.375","92362"
"","5257.878","92359"
"","5258.377","92358"
"","5258.879","92354"
"","5259.378","92351"
"","5259.88","92358"
"","5260.379","92351"
"","5260.881","92354"
"","5261.38","92366"
"","5261.883","92341"
"","5262.382","92340"
"","5262.883","92339"
"","5263.382","92360"
"","5263.885","92345"
"","5264.384","92357"
"","5264.886","92353"
"","5265.385","92352"
"","5265.887","92356"
"","5266.386","92346"
"","5266.888","92358"
"","5267.387","92339"
"","5267.89","92357"
"","5268.389","92358"
"","5268.89","92361"
"","5269.389","92343"
"","5269.892","92338"
"","5270.391","92347"
"","5270.893","92343"
"","5271.392","92352"
"","5271.894","92333"
"","5272.393","92347"
"","5272.895","92356"
"","5273.394","92350"
"","5273.897","92346"
"","5274.396","92352"
"","5274.897","92353"
"","5275.396","92357"
"","5275.899","92344"
"","5276.398","92345"
"","5276.9","92344"
"","5277.399","92331"
"","5277.901","92336"
"","5278.4","92354"
"","5278.902","92338"
"","5279.401","92352"
"","5279.904","92342"
"","5280.403","92349"
"","5280.904","92344"
"","5281.403","92339"
"","5281.906","92341"
"","5282.405","92360"
"","5282.907","92331"
"","5283.406","92354"
"","5283.908","92340"
"","5284.406","92354"
"","5284.909","92351"
"","5285.407","92346"
"","5285.911","92350"
"","5286.409","92338"
"","5286.911","92347"
"","5287.409","92353"
"","5287.913","92350"
"","5288.411","92348"
"","5288.914","92344"
"","5289.412","92336"
"","5289.915","92338"
"","5290.413","92359"
"","5290.916","92349"
"","5291.414","92350"
"","5291.918","92346"
"","5292.416","92349"
"","5292.918","92355"
"","5293.416","92346"
"","5293.919","92359"
"","5294.418","92358"
"","5294.92","92338"
"","5295.419","92341"
"","5295.921","92330"
"","5296.42","92348"
"","5296.922","92343"
"","5297.421","92346"
"","5297.924","92359"
"","5298.423","92351"
"","5298.924","92345"
"","5299.423","92363"
"","5299.926","92355"
"","5300.425","92346"
"","5300.927","92337"
"","5301.426","92351"
"","5301.928","92354"
"","5302.427","92364"
"","5302.929","92342"
"","5303.428","92335"
"","5303.931","92358"
"","5304.43","92358"
"","5304.931","92352"
"","5305.43","92343"
"","5305.933","92348"
"","5306.432","92332"
"","5306.934","92361"
"","5307.433","92349"
"","5307.935","92354"
"","5308.434","92341"
"","5308.936","92341"
"","5309.435","92363"
"","5309.938","92358"
"","5310.437","92350"
"","5310.938","92337"
"","5311.437","92366"
"","5311.99","92349"
"","5312.439","92353"
"","5312.941","92352"
"","5313.44","92354"
"","5313.942","92345"
"","5314.441","92345"
"","5314.943","92360"
"","5315.442","92334"
"","5315.945","92341"
"","5316.444","92330"
"","5316.945","92336"
"","5317.444","92337"
"","5317.947","92339"
"","5318.446","92348"
"","5318.948","92342"
"","5319.447","92350"
"","5319.949","92359"
"","5320.447","92359"
"","5320.95","92345"
"","5321.448","92338"
"","5321.952","92343"
"","5322.45","92336"
"","5322.952","92344"
"","5323.45","92344"
"","5323.954","92357"
"","5324.452","92346"
"","5324.961","92340"
"","5325.452","92338"
"","5325.955","92348"
"","5326.453","92340"
"","5326.957","92339"
"","5327.455","92344"
"","5327.958","92340"
"","5328.456","92351"
"","5328.959","92339"
"","5329.457","92326"
"","5329.959","92335"
"","5330.458","92332"
"","5330.961","92351"
"","5331.46","92341"
"","5331.961","92337"
"","5332.46","92338"
"","5332.963","92338"
"","5333.462","92354"
"","5333.964","92348"
"","5334.463","92360"
"","5334.965","92345"
"","5335.464","92332"
"","5335.966","92343"
"","5336.465","92350"
"","5336.968","92339"
"","5337.467","92342"
"","5337.968","92336"
"","5338.467","92338"
"","5338.969","92360"
"","5339.468","92346"
"","5339.971","92362"
"","5340.47","92336"
"","5340.971","92344"
"","5341.47","92333"
"","5341.973","92327"
"","5342.472","92346"
"","5342.974","92344"
"","5343.473","92347"
"","5343.975","92357"
"","5344.474","92344"
"","5344.976","92351"
"","5345.475","92348"
"","5345.978","92333"
"","5346.477","92330"
"","5346.978","92337"
"","5347.477","92362"
"","5347.98","92358"
"","5348.479","92348"
"","5348.981","92341"
"","5349.48","92350"
"","5349.982","92347"
"","5350.481","92340"
"","5350.983","92348"
"","5351.482","92351"
"","5351.984","92341"
"","5352.483","92338"
"","5352.985","92341"
"","5353.484","92348"
"","5353.986","92342"
"","5354.485","92345"
"","5354.988","92342"
"","5355.487","92361"
"","5355.988","92342"
"","5356.487","92338"
"","5356.99","92354"
"","5357.488","92343"
"","5357.991","92347"
"","5358.489","92342"
"","5358.992","92341"
"","5359.49","92346"
"","5359.993","92336"
"","5360.491","92339"
"","5360.995","92349"
"","5361.493","92340"
"","5361.995","92339"
"","5362.493","92340"
"","5362.997","92334"
"","5363.495","92342"
"","5363.997","92362"
"","5364.495","92348"
"","5364.998","92339"
"","5365.496","92341"
"","5366","92342"
"","5366.498","92332"
"","5367","92352"
"","5367.499","92345"
"","5368.001","92351"
"","5368.5","92347"
"","5369.002","92345"
"","5369.501","92340"
"","5370.004","92342"
"","5370.503","92340"
"","5371.004","92341"
"","5371.503","92343"
"","5372.006","92349"
"","5372.505","92344"
"","5373.007","92342"
"","5373.506","92346"
"","5374.008","92345"
"","5374.507","92352"
"","5375.009","92350"
"","5375.508","92342"
"","5376.011","92335"
"","5376.51","92333"
"","5377.011","92346"
"","5377.51","92339"
"","5378.013","92334"
"","5378.512","92339"
"","5379.014","92346"
"","5379.513","92342"
"","5380.015","92345"
"","5380.514","92344"
"","5381.016","92337"
"","5381.515","92341"
"","5382.018","92336"
"","5382.517","92337"
"","5383.018","92349"
"","5383.517","92337"
"","5384.02","92336"
"","5384.519","92342"
"","5385.021","92333"
"","5385.52","92335"
"","5386.022","92348"
"","5386.521","92351"
"","5387.023","92337"
"","5387.522","92344"
"","5388.025","92341"
"","5388.524","92346"
"","5389.025","92354"
"","5389.564","92336"
"","5390.027","92338"
"","5390.526","92344"
"","5391.028","92338"
"","5391.527","92339"
"","5392.029","92341"
"","5392.528","92339"
"","5393.03","92342"
"","5393.528","92342"
"","5394.032","92359"
"","5394.53","92336"
"","5395.032","92340"
"","5395.53","92346"
"","5396.034","92343"
"","5396.532","92346"
"","5397.035","92338"
"","5397.533","92346"
"","5398.036","92343"
"","5398.534","92348"
"","5399.037","92334"
"","5399.535","92334"
"","5400.039","92339"
"","5400.537","92339"
"","5401.039","92338"
"","5401.537","92348"
"","5402.04","92340"
"","5402.539","92343"
"","5403.041","92337"
"","5403.54","92338"
"","5404.042","92337"
"","5404.541","92339"
"","5405.043","92339"
"","5405.542","92337"
"","5406.045","92334"
"","5406.544","92339"
"","5407.045","92345"
"","5407.544","92337"
"","5408.047","92344"
"","5408.546","92341"
"","5409.048","92336"
"","5409.547","92336"
"","5410.049","92349"
"","5410.548","92335"
"","5411.05","92340"
"","5411.549","92356"
"","5412.052","92338"
"","5412.551","92341"
"","5413.052","92338"
"","5413.551","92340"
"","5414.054","92349"
"","5414.553","92345"
"","5415.055","92354"
"","5415.554","92347"
"","5416.056","92348"
"","5416.555","92336"
"","5417.057","92342"
"","5417.556","92348"
"","5418.059","92336"
"","5418.558","92337"
"","5419.059","92341"
"","5419.558","92342"
"","5420.061","92357"
"","5420.56","92339"
"","5421.062","92340"
"","5421.561","92351"
"","5422.063","92338"
"","5422.562","92344"
"","5423.064","92346"
"","5423.563","92342"
"","5424.066","92335"
"","5424.565","92345"
"","5425.066","92339"
"","5425.565","92343"
"","5426.068","92341"
"","5426.567","92340"
"","5427.069","92342"
"","5427.568","92351"
"","5428.07","92362"
"","5428.569","92335"
"","5429.071","92339"
"","5429.569","92341"
"","5430.072","92335"
"","5430.57","92334"
"","5431.072","92335"
"","5431.57","92340"
"","5432.074","92335"
"","5432.572","92334"
"","5433.074","92342"
"","5433.572","92343"
"","5434.076","92341"
"","5434.574","92344"
"","5435.077","92344"
"","5435.575","92345"
"","5436.077","92342"
"","5436.575","92332"
"","5437.078","92342"
"","5437.58","92352"
"","5438.079","92354"
"","5438.581","92354"
"","5439.08","92336"
"","5439.581","92343"
"","5440.08","92337"
"","5440.583","92341"
"","5441.081","92348"
"","5441.583","92334"
"","5442.081","92340"
"","5442.584","92339"
"","5443.081","92339"
"","5443.592","92336"
"","5444.082","92331"
"","5444.592","92347"
"","5445.082","92343"
"","5445.592","92343"
"","5446.084","92345"
"","5446.593","92343"
"","5447.085","92333"
"","5447.592","92342"
"","5448.086","92353"
"","5448.593","92345"
"","5449.087","92341"
"","5449.592","92342"
"","5450.089","92342"
"","5450.593","92337"
"","5451.089","92335"
"","5451.592","92333"
"","5452.091","92336"
"","5452.593","92338"
"","5453.092","92335"
"","5453.593","92335"
"","5454.093","92340"
"","5454.596","92338"
"","5455.094","92340"
"","5455.596","92339"
"","5456.096","92341"
"","5456.596","92340"
"","5457.096","92341"
"","5457.598","92334"
"","5458.098","92336"
"","5458.6","92338"
"","5459.099","92355"
"","5459.603","92352"
"","5460.1","92357"
"","5460.61","92347"
"","5461.101","92349"
"","5461.61","92352"
"","5462.103","92348"
"","5462.61","92351"
"","5463.103","92346"
"","5463.61","92349"
"","5464.105","92338"
"","5464.61","92347"
"","5465.106","92353"
