"","V1","V2"
"","19244.575","92420"
"","19245.078","92422"
"","19245.58","92436"
"","19246.079","92422"
"","19246.581","92415"
"","19247.08","92430"
"","19247.582","92425"
"","19248.08","92410"
"","19248.583","92418"
"","19249.081","92430"
"","19249.584","92420"
"","19250.081","92437"
"","19250.583","92427"
"","19251.081","92428"
"","19251.592","92416"
"","19252.082","92412"
"","19252.592","92422"
"","19253.083","92424"
"","19253.592","92427"
"","19254.084","92419"
"","19254.592","92436"
"","19255.086","92425"
"","19255.592","92424"
"","19256.086","92419"
"","19256.592","92432"
"","19257.088","92436"
"","19257.593","92427"
"","19258.089","92423"
"","19258.592","92427"
"","19259.09","92423"
"","19259.593","92430"
"","19260.091","92424"
"","19260.593","92433"
"","19261.093","92433"
"","19261.594","92415"
"","19262.093","92405"
"","19262.596","92423"
"","19263.095","92415"
"","19263.596","92418"
"","19264.096","92413"
"","19264.597","92411"
"","19265.097","92414"
"","19265.598","92412"
"","19266.098","92421"
"","19266.601","92426"
"","19267.1","92432"
"","19267.602","92416"
"","19268.101","92433"
"","19268.61","92438"
"","19269.102","92437"
"","19269.61","92425"
"","19270.104","92415"
"","19270.61","92410"
"","19271.104","92430"
"","19271.61","92429"
"","19272.106","92425"
"","19272.61","92423"
"","19273.107","92431"
"","19273.61","92432"
"","19274.108","92421"
"","19274.61","92410"
"","19275.109","92436"
"","19275.612","92430"
"","19276.111","92421"
"","19276.612","92430"
"","19277.111","92412"
"","19277.616","92428"
"","19278.113","92424"
"","19278.615","92427"
"","19279.114","92429"
"","19279.616","92422"
"","19280.115","92420"
"","19280.617","92426"
"","19281.116","92429"
"","19281.619","92417"
"","19282.118","92423"
"","19282.619","92419"
"","19283.118","92416"
"","19283.621","92415"
"","19284.12","92418"
"","19284.622","92415"
"","19285.121","92441"
"","19285.623","92424"
"","19286.122","92413"
"","19286.624","92422"
"","19287.122","92428"
"","19287.626","92435"
"","19288.124","92432"
"","19288.626","92430"
"","19289.124","92430"
"","19289.628","92423"
"","19290.126","92428"
"","19290.629","92437"
"","19291.127","92412"
"","19291.631","92417"
"","19292.128","92408"
"","19292.631","92427"
"","19293.129","92409"
"","19293.633","92433"
"","19294.131","92413"
"","19294.633","92432"
"","19295.131","92421"
"","19295.634","92417"
"","19296.133","92420"
"","19296.635","92427"
"","19297.134","92436"
"","19297.636","92420"
"","19298.135","92440"
"","19298.637","92442"
"","19299.136","92436"
"","19299.639","92419"
"","19300.138","92423"
"","19300.639","92419"
"","19301.138","92437"
"","19301.641","92417"
"","19302.14","92424"
"","19302.642","92416"
"","19303.141","92420"
"","19303.643","92434"
"","19304.142","92427"
"","19304.644","92425"
"","19305.143","92429"
"","19305.646","92424"
"","19306.145","92421"
"","19306.646","92423"
"","19307.145","92415"
"","19307.648","92417"
"","19308.147","92420"
"","19308.649","92432"
"","19309.148","92431"
"","19309.65","92413"
"","19310.149","92414"
"","19310.651","92412"
"","19311.15","92412"
"","19311.653","92424"
"","19312.152","92429"
"","19312.653","92414"
"","19313.152","92419"
"","19313.655","92442"
"","19314.154","92419"
"","19314.656","92415"
"","19315.155","92420"
"","19315.657","92413"
"","19316.156","92440"
"","19316.658","92417"
"","19317.157","92433"
"","19317.66","92427"
"","19318.159","92433"
"","19318.66","92416"
"","19319.159","92445"
"","19319.662","92441"
"","19320.161","92430"
"","19320.663","92427"
"","19321.162","92425"
"","19321.664","92418"
"","19322.162","92433"
"","19322.665","92415"
"","19323.163","92419"
"","19323.667","92418"
"","19324.165","92431"
"","19324.667","92426"
"","19325.165","92411"
"","19325.669","92417"
"","19326.167","92419"
"","19326.67","92414"
"","19327.168","92435"
"","19327.671","92432"
"","19328.169","92414"
"","19328.671","92431"
"","19329.17","92422"
"","19329.673","92432"
"","19330.171","92422"
"","19330.674","92420"
"","19331.172","92432"
"","19331.674","92418"
"","19332.173","92421"
"","19332.676","92410"
"","19333.175","92430"
"","19333.676","92419"
"","19334.175","92422"
"","19334.678","92422"
"","19335.177","92427"
"","19335.679","92432"
"","19336.178","92439"
"","19336.68","92412"
"","19337.179","92436"
"","19337.681","92414"
"","19338.18","92429"
"","19338.683","92418"
"","19339.182","92428"
"","19339.683","92420"
"","19340.182","92420"
"","19340.685","92443"
"","19341.184","92442"
"","19341.686","92417"
"","19342.185","92434"
"","19342.687","92426"
"","19343.186","92424"
"","19343.688","92422"
"","19344.187","92421"
"","19344.69","92424"
"","19345.189","92425"
"","19345.69","92416"
"","19346.189","92436"
"","19346.692","92419"
"","19347.191","92418"
"","19347.693","92419"
"","19348.192","92425"
"","19348.694","92416"
"","19349.193","92415"
"","19349.695","92432"
"","19350.194","92433"
"","19350.697","92435"
"","19351.196","92416"
"","19351.697","92429"
"","19352.196","92425"
"","19352.699","92420"
"","19353.198","92419"
"","19353.7","92433"
"","19354.199","92437"
"","19354.701","92442"
"","19355.2","92433"
"","19355.702","92428"
"","19356.201","92412"
"","19356.704","92440"
"","19357.203","92431"
"","19357.704","92421"
"","19358.203","92425"
"","19358.706","92405"
"","19359.204","92429"
"","19359.707","92419"
"","19360.205","92426"
"","19360.708","92424"
"","19361.206","92430"
"","19361.709","92431"
"","19362.207","92412"
"","19362.711","92423"
"","19363.209","92416"
"","19363.711","92423"
"","19364.209","92408"
"","19364.713","92417"
"","19365.211","92412"
"","19365.714","92430"
"","19366.212","92434"
"","19366.715","92415"
"","19367.213","92439"
"","19367.715","92421"
"","19368.214","92428"
"","19368.717","92429"
"","19369.216","92417"
"","19369.717","92433"
"","19370.216","92427"
"","19370.719","92441"
"","19371.218","92411"
"","19371.72","92424"
"","19372.219","92412"
"","19372.721","92413"
"","19373.22","92430"
"","19373.722","92435"
"","19374.221","92420"
"","19374.724","92424"
"","19375.223","92432"
"","19375.724","92419"
"","19376.223","92430"
"","19376.726","92436"
"","19377.225","92432"
"","19377.726","92433"
"","19378.225","92422"
"","19378.727","92430"
"","19379.226","92427"
"","19379.729","92432"
"","19380.228","92425"
"","19380.73","92437"
"","19381.229","92422"
"","19381.731","92410"
"","19382.23","92415"
"","19382.732","92418"
"","19383.231","92422"
"","19383.734","92419"
"","19384.233","92427"
"","19384.734","92429"
"","19385.233","92432"
"","19385.736","92433"
"","19386.235","92424"
"","19386.737","92425"
"","19387.236","92422"
"","19387.738","92421"
"","19388.237","92430"
"","19388.739","92443"
"","19389.238","92440"
"","19389.74","92434"
"","19390.239","92429"
"","19390.741","92430"
"","19391.24","92429"
"","19391.743","92424"
"","19392.242","92439"
"","19392.744","92419"
"","19393.243","92424"
"","19393.745","92429"
"","19394.244","92417"
"","19394.746","92431"
"","19395.244","92416"
"","19395.748","92418"
"","19396.246","92430"
"","19396.748","92421"
"","19397.246","92426"
"","19397.75","92434"
"","19398.248","92424"
"","19398.751","92411"
"","19399.249","92425"
"","19399.752","92430"
"","19400.25","92431"
"","19400.753","92429"
"","19401.251","92420"
"","19401.755","92428"
"","19402.253","92426"
"","19402.755","92421"
"","19403.253","92433"
"","19403.756","92413"
"","19404.255","92430"
"","19404.757","92422"
"","19405.256","92430"
"","19405.758","92425"
"","19406.257","92433"
"","19406.759","92435"
"","19407.258","92410"
"","19407.761","92424"
"","19408.26","92423"
"","19408.761","92425"
"","19409.26","92414"
"","19409.763","92413"
"","19410.262","92437"
"","19410.764","92412"
"","19411.263","92410"
"","19411.765","92431"
"","19412.264","92443"
"","19412.766","92419"
"","19413.265","92440"
"","19413.768","92423"
"","19414.267","92417"
"","19414.768","92435"
"","19415.267","92426"
"","19415.77","92415"
"","19416.269","92421"
"","19416.771","92424"
"","19417.27","92409"
"","19417.772","92425"
"","19418.271","92422"
"","19418.773","92423"
"","19419.272","92433"
"","19419.775","92418"
"","19420.274","92444"
"","19420.775","92427"
"","19421.274","92413"
"","19421.777","92407"
"","19422.276","92437"
"","19422.778","92418"
"","19423.277","92418"
"","19423.779","92432"
"","19424.278","92416"
"","19424.78","92409"
"","19425.279","92432"
"","19425.782","92409"
"","19426.281","92422"
"","19426.782","92415"
"","19427.281","92427"
"","19427.783","92423"
"","19428.282","92430"
"","19428.785","92420"
"","19429.284","92432"
"","19429.785","92422"
"","19430.284","92418"
"","19430.787","92417"
"","19431.285","92409"
"","19431.788","92412"
"","19432.286","92420"
"","19432.789","92423"
"","19433.287","92407"
"","19433.79","92422"
"","19434.288","92438"
"","19434.792","92417"
"","19435.29","92437"
"","19435.792","92426"
"","19436.29","92437"
"","19436.794","92421"
"","19437.292","92445"
"","19437.795","92430"
"","19438.293","92435"
"","19438.796","92427"
"","19439.294","92419"
"","19439.796","92422"
"","19440.295","92449"
"","19440.798","92414"
"","19441.297","92424"
"","19441.798","92434"
"","19442.297","92415"
"","19442.8","92403"
"","19443.299","92428"
"","19443.801","92423"
"","19444.3","92421"
"","19444.802","92423"
"","19445.301","92417"
"","19445.803","92422"
"","19446.302","92425"
"","19446.805","92442"
"","19447.304","92406"
"","19447.805","92407"
"","19448.304","92413"
"","19448.807","92410"
"","19449.306","92406"
"","19449.808","92409"
"","19450.307","92422"
"","19450.809","92414"
"","19451.308","92426"
"","19451.81","92414"
"","19452.309","92418"
"","19452.812","92418"
"","19453.311","92414"
"","19453.812","92417"
"","19454.311","92411"
"","19454.814","92423"
"","19455.313","92414"
"","19455.815","92415"
"","19456.314","92416"
"","19456.816","92422"
"","19457.315","92411"
"","19457.817","92422"
"","19458.316","92426"
"","19458.819","92433"
"","19459.318","92430"
"","19459.819","92446"
"","19460.318","92435"
"","19460.821","92422"
"","19461.32","92428"
"","19461.822","92428"
"","19462.321","92426"
"","19462.823","92414"
"","19463.322","92417"
"","19463.824","92419"
"","19464.323","92435"
"","19464.826","92416"
"","19465.325","92436"
"","19465.826","92415"
"","19466.325","92421"
"","19466.828","92426"
"","19467.326","92432"
"","19467.829","92413"
"","19468.327","92418"
"","19468.83","92428"
"","19469.328","92417"
"","19469.831","92422"
"","19470.329","92427"
"","19470.833","92428"
"","19471.331","92426"
"","19471.833","92435"
"","19472.331","92428"
"","19472.835","92421"
"","19473.333","92417"
"","19473.836","92417"
"","19474.334","92437"
"","19474.837","92430"
"","19475.335","92439"
"","19475.837","92434"
"","19476.336","92438"
"","19476.839","92420"
"","19477.338","92432"
"","19477.839","92441"
"","19478.338","92435"
"","19478.841","92435"
"","19479.34","92445"
"","19479.842","92436"
"","19480.341","92432"
"","19480.843","92430"
"","19481.342","92433"
"","19481.844","92426"
"","19482.343","92430"
"","19482.846","92426"
"","19483.345","92426"
"","19483.846","92419"
"","19484.345","92442"
"","19484.848","92439"
"","19485.347","92433"
"","19485.849","92433"
"","19486.348","92419"
"","19486.85","92423"
"","19487.349","92424"
"","19487.851","92435"
"","19488.35","92424"
"","19488.853","92438"
"","19489.352","92440"
"","19489.853","92437"
"","19490.352","92438"
"","19490.855","92441"
"","19491.354","92441"
"","19491.856","92448"
"","19492.355","92429"
"","19492.857","92439"
"","19493.356","92445"
"","19493.858","92445"
"","19494.357","92441"
"","19494.86","92429"
"","19495.359","92441"
"","19495.86","92428"
"","19496.359","92442"
"","19496.862","92432"
"","19497.361","92429"
"","19497.863","92425"
"","19498.362","92441"
"","19498.864","92419"
"","19499.363","92443"
"","19499.865","92437"
"","19500.364","92430"
"","19500.867","92438"
"","19501.366","92441"
"","19501.867","92442"
"","19502.366","92435"
"","19502.869","92440"
"","19503.367","92441"
"","19503.87","92440"
"","19504.368","92439"
"","19504.871","92442"
"","19505.369","92442"
"","19505.872","92445"
"","19506.37","92441"
"","19506.874","92422"
"","19507.372","92433"
"","19507.874","92431"
"","19508.372","92425"
"","19508.876","92441"
"","19509.374","92444"
"","19509.877","92439"
"","19510.375","92443"
"","19510.878","92435"
"","19511.376","92442"
"","19511.878","92434"
"","19512.377","92440"
"","19512.88","92432"
"","19513.379","92434"
"","19513.88","92439"
"","19514.379","92437"
"","19514.882","92429"
"","19515.381","92438"
"","19515.883","92442"
"","19516.382","92438"
"","19516.884","92444"
"","19517.383","92438"
"","19517.885","92441"
"","19518.384","92438"
"","19518.887","92439"
"","19519.386","92442"
"","19519.887","92438"
"","19520.386","92437"
"","19520.889","92440"
"","19521.388","92437"
"","19521.89","92441"
"","19522.389","92440"
"","19522.891","92439"
"","19523.39","92442"
"","19523.892","92440"
"","19524.391","92439"
"","19524.894","92432"
"","19525.393","92439"
"","19525.894","92434"
"","19526.393","92439"
"","19526.896","92442"
"","19527.395","92438"
"","19527.897","92428"
"","19528.396","92435"
"","19528.898","92437"
"","19529.397","92439"
"","19529.899","92438"
"","19530.398","92444"
"","19530.901","92432"
"","19531.4","92435"
"","19531.901","92431"
"","19532.4","92430"
"","19532.903","92436"
"","19533.402","92435"
"","19533.904","92435"
"","19534.403","92440"
"","19534.905","92442"
"","19535.404","92436"
"","19535.906","92437"
"","19536.405","92437"
"","19536.908","92440"
"","19537.406","92439"
"","19537.908","92444"
"","19538.406","92434"
"","19538.91","92434"
"","19539.408","92437"
"","19539.911","92443"
"","19540.409","92444"
"","19540.912","92444"
"","19541.41","92435"
"","19541.913","92442"
"","19542.411","92441"
"","19542.915","92446"
"","19543.413","92444"
"","19543.915","92446"
"","19544.413","92437"
"","19544.917","92443"
"","19545.415","92438"
"","19545.918","92435"
"","19546.416","92439"
"","19546.918","92439"
"","19547.417","92442"
"","19547.919","92440"
"","19548.418","92437"
"","19548.921","92438"
"","19549.42","92436"
"","19549.921","92440"
"","19550.42","92442"
"","19550.923","92435"
"","19551.422","92440"
"","19551.924","92443"
"","19552.423","92444"
"","19552.925","92441"
"","19553.424","92440"
"","19553.926","92440"
"","19554.425","92444"
"","19554.928","92446"
"","19555.427","92445"
"","19555.928","92445"
"","19556.427","92443"
"","19556.93","92434"
"","19557.429","92437"
"","19557.931","92437"
"","19558.43","92446"
"","19558.932","92442"
"","19559.431","92443"
"","19559.933","92439"
"","19560.432","92442"
"","19560.935","92442"
"","19561.434","92444"
"","19561.935","92438"
"","19562.434","92438"
"","19562.937","92441"
"","19563.436","92443"
"","19563.938","92440"
"","19564.437","92441"
"","19564.939","92433"
"","19565.438","92441"
"","19565.94","92443"
"","19566.439","92441"
"","19566.942","92442"
"","19567.441","92440"
"","19567.942","92441"
"","19568.441","92441"
"","19568.944","92441"
"","19569.443","92438"
"","19569.945","92440"
"","19570.444","92442"
"","19570.946","92438"
"","19571.445","92439"
"","19571.947","92440"
"","19572.446","92437"
"","19572.949","92446"
"","19573.447","92442"
"","19573.949","92445"
"","19574.447","92444"
"","19574.951","92441"
"","19575.449","92439"
"","19575.952","92444"
"","19576.45","92446"
"","19576.953","92443"
"","19577.451","92439"
"","19577.954","92442"
"","19578.452","92442"
"","19578.956","92444"
"","19579.454","92440"
"","19579.956","92446"
"","19580.454","92446"
"","19580.958","92442"
"","19581.456","92443"
"","19581.959","92435"
"","19582.457","92434"
"","19582.959","92436"
"","19583.458","92438"
"","19583.96","92440"
"","19584.459","92444"
"","19584.962","92443"
"","19585.461","92446"
"","19585.962","92440"
"","19586.461","92442"
"","19586.964","92441"
"","19587.463","92438"
"","19587.965","92436"
"","19588.464","92440"
"","19588.966","92444"
"","19589.465","92443"
"","19589.967","92443"
"","19590.466","92446"
"","19590.969","92442"
"","19591.468","92444"
"","19591.969","92442"
"","19592.468","92446"
"","19592.971","92444"
"","19593.47","92446"
"","19593.972","92439"
"","19594.471","92436"
"","19594.973","92437"
"","19595.472","92438"
"","19595.974","92439"
"","19596.473","92439"
"","19596.976","92441"
"","19597.475","92448"
"","19597.976","92445"
"","19598.475","92450"
"","19598.978","92453"
"","19599.477","92450"
"","19599.979","92443"
"","19600.478","92450"
"","19600.98","92445"
"","19601.479","92447"
"","19601.981","92444"
"","19602.48","92442"
"","19602.983","92448"
"","19603.482","92445"
"","19603.983","92441"
"","19604.482","92440"
"","19604.985","92440"
"","19605.484","92442"
"","19605.986","92444"
"","19606.485","92442"
"","19606.987","92450"
"","19607.486","92443"
"","19607.988","92441"
"","19608.487","92443"
"","19608.99","92438"
"","19609.488","92440"
"","19609.99","92441"
"","19610.488","92450"
"","19610.992","92442"
"","19611.49","92443"
"","19611.993","92442"
"","19612.491","92439"
"","19612.994","92444"
"","19613.492","92446"
"","19613.995","92443"
"","19614.493","92448"
"","19614.997","92443"
"","19615.495","92454"
"","19615.997","92442"
"","19616.495","92448"
"","19616.999","92446"
"","19617.497","92450"
"","19618","92446"
"","19618.498","92442"
"","19619","92439"
"","19619.499","92443"
"","19620.001","92441"
"","19620.5","92439"
"","19621.003","92443"
"","19621.502","92445"
"","19622.003","92445"
"","19622.502","92443"
"","19623.005","92441"
"","19623.504","92445"
"","19624.006","92443"
"","19624.505","92440"
"","19625.007","92445"
"","19625.506","92446"
"","19626.008","92447"
"","19626.507","92441"
"","19627.01","92445"
"","19627.509","92446"
"","19628.01","92443"
"","19628.509","92443"
"","19629.012","92445"
"","19629.511","92442"
"","19630.013","92448"
"","19630.512","92444"
"","19631.014","92439"
"","19631.513","92443"
"","19632.015","92448"
"","19632.514","92447"
"","19633.017","92450"
"","19633.516","92451"
"","19634.017","92446"
"","19634.516","92450"
"","19635.019","92447"
"","19635.518","92451"
"","19636.02","92449"
"","19636.519","92446"
"","19637.021","92451"
"","19637.52","92443"
"","19638.022","92445"
"","19638.521","92446"
"","19639.024","92447"
"","19639.523","92445"
"","19640.024","92448"
"","19640.523","92447"
"","19641.026","92448"
"","19641.525","92446"
"","19642.027","92435"
"","19642.526","92441"
"","19643.028","92439"
"","19643.527","92449"
"","19644.029","92449"
"","19644.528","92446"
"","19645.031","92442"
"","19645.529","92434"
"","19646.031","92444"
"","19646.529","92444"
"","19647.033","92449"
"","19647.531","92442"
"","19648.034","92445"
"","19648.532","92444"
"","19649.035","92441"
"","19649.533","92448"
"","19650.036","92450"
"","19650.534","92448"
"","19651.038","92446"
"","19651.536","92446"
"","19652.038","92446"
"","19652.536","92444"
"","19653.04","92442"
"","19653.538","92444"
"","19654.04","92445"
"","19654.539","92449"
"","19655.041","92447"
"","19655.54","92447"
"","19656.042","92452"
"","19656.541","92449"
"","19657.044","92449"
"","19657.543","92446"
"","19658.044","92445"
"","19658.543","92444"
"","19659.046","92443"
"","19659.545","92445"
"","19660.047","92443"
"","19660.546","92436"
"","19661.048","92445"
"","19661.547","92447"
"","19662.049","92448"
"","19662.548","92446"
"","19663.051","92449"
"","19663.55","92452"
"","19664.051","92450"
"","19664.55","92454"
"","19665.053","92448"
"","19665.552","92448"
"","19666.054","92445"
"","19666.553","92444"
"","19667.055","92439"
"","19667.554","92441"
"","19668.056","92444"
"","19668.555","92446"
"","19669.058","92450"
"","19669.557","92451"
"","19670.058","92448"
"","19670.557","92448"
"","19671.06","92446"
"","19671.559","92449"
"","19672.061","92449"
"","19672.56","92456"
"","19673.062","92448"
"","19673.561","92451"
"","19674.063","92444"
"","19674.562","92449"
"","19675.065","92445"
"","19675.564","92446"
"","19676.065","92447"
"","19676.564","92449"
"","19677.067","92448"
"","19677.566","92449"
"","19678.068","92443"
"","19678.567","92446"
"","19679.068","92449"
"","19679.567","92450"
"","19680.07","92440"
"","19680.569","92443"
"","19681.07","92448"
"","19681.569","92451"
"","19682.072","92440"
"","19682.57","92451"
"","19683.073","92442"
"","19683.571","92442"
"","19684.074","92446"
"","19684.572","92443"
"","19685.081","92445"
"","19685.573","92447"
"","19686.076","92450"
"","19686.574","92440"
"","19687.077","92449"
"","19687.575","92448"
"","19688.078","92448"
"","19688.58","92447"
"","19689.079","92446"
"","19689.581","92447"
"","19690.08","92444"
"","19690.582","92448"
"","19691.08","92443"
"","19691.583","92443"
"","19692.081","92444"
"","19692.584","92443"
"","19693.081","92444"
"","19693.583","92442"
"","19694.081","92437"
"","19694.592","92439"
"","19695.082","92444"
"","19695.592","92448"
"","19696.083","92445"
"","19696.592","92444"
"","19697.084","92442"
"","19697.592","92439"
"","19698.086","92443"
"","19698.592","92432"
"","19699.086","92441"
"","19699.592","92440"
"","19700.088","92442"
"","19700.593","92443"
"","19701.089","92438"
"","19701.592","92440"
"","19702.09","92441"
"","19702.593","92442"
"","19703.091","92438"
"","19703.593","92440"
"","19704.093","92440"
"","19704.594","92439"
"","19705.093","92440"
"","19705.596","92442"
"","19706.095","92442"
"","19706.596","92442"
"","19707.096","92440"
"","19707.597","92441"
"","19708.097","92438"
"","19708.598","92436"
"","19709.098","92437"
"","19709.603","92438"
"","19710.1","92434"
"","19710.602","92440"
"","19711.101","92440"
"","19711.61","92435"
"","19712.102","92442"
"","19712.61","92447"
"","19713.104","92443"
"","19713.61","92441"
"","19714.104","92444"
"","19714.61","92437"
"","19715.106","92443"
"","19715.61","92441"
"","19716.107","92438"
"","19716.61","92444"
"","19717.108","92440"
"","19717.61","92434"
"","19718.109","92441"
"","19718.612","92440"
"","19719.111","92441"
"","19719.614","92435"
"","19720.111","92434"
"","19720.616","92437"
"","19721.113","92437"
"","19721.615","92440"
"","19722.114","92438"
"","19722.616","92442"
"","19723.115","92436"
"","19723.617","92439"
"","19724.116","92439"
"","19724.619","92439"
"","19725.118","92438"
"","19725.619","92439"
"","19726.118","92441"
"","19726.621","92440"
"","19727.12","92434"
"","19727.622","92439"
"","19728.121","92437"
"","19728.623","92437"
"","19729.122","92438"
"","19729.624","92440"
"","19730.122","92440"
"","19730.626","92437"
"","19731.124","92438"
"","19731.626","92440"
"","19732.124","92439"
"","19732.628","92439"
"","19733.126","92437"
"","19733.629","92438"
"","19734.127","92437"
"","19734.63","92443"
"","19735.128","92437"
"","19735.631","92435"
"","19736.129","92437"
"","19736.633","92439"
"","19737.131","92442"
"","19737.633","92436"
"","19738.131","92446"
"","19738.634","92446"
"","19739.133","92440"
"","19739.635","92439"
"","19740.134","92436"
"","19740.636","92435"
"","19741.135","92443"
"","19741.637","92442"
"","19742.136","92444"
"","19742.639","92438"
"","19743.138","92439"
"","19743.639","92433"
"","19744.138","92430"
"","19744.641","92431"
"","19745.14","92432"
"","19745.642","92441"
"","19746.141","92436"
"","19746.643","92432"
"","19747.142","92440"
"","19747.644","92440"
"","19748.143","92440"
"","19748.646","92438"
"","19749.145","92434"
"","19749.646","92435"
"","19750.145","92443"
"","19750.648","92444"
"","19751.147","92441"
"","19751.649","92441"
"","19752.148","92441"
"","19752.65","92442"
"","19753.149","92444"
"","19753.651","92437"
"","19754.15","92434"
"","19754.653","92441"
"","19755.152","92441"
"","19755.653","92429"
"","19756.152","92441"
"","19756.655","92448"
"","19757.154","92442"
"","19757.656","92442"
"","19758.155","92445"
"","19758.657","92444"
"","19759.157","92445"
"","19759.658","92443"
"","19760.157","92443"
"","19760.66","92436"
"","19761.159","92443"
"","19761.66","92437"
"","19762.159","92442"
"","19762.662","92444"
"","19763.161","92442"
"","19763.663","92441"
"","19764.162","92442"
"","19764.664","92441"
"","19765.162","92444"
"","19765.665","92441"
"","19766.163","92443"
"","19766.667","92440"
"","19767.165","92444"
"","19767.667","92446"
"","19768.165","92440"
"","19768.669","92443"
"","19769.167","92440"
"","19769.67","92429"
"","19770.168","92437"
"","19770.671","92440"
"","19771.169","92440"
"","19771.672","92435"
"","19772.17","92440"
"","19772.673","92440"
"","19773.171","92439"
"","19773.674","92440"
"","19774.172","92438"
"","19774.674","92437"
"","19775.173","92441"
"","19775.676","92442"
"","19776.175","92437"
"","19776.676","92441"
"","19777.175","92437"
"","19777.678","92434"
"","19778.177","92438"
"","19778.679","92440"
"","19779.178","92442"
"","19779.68","92442"
"","19780.179","92438"
"","19780.681","92441"
"","19781.18","92438"
"","19781.683","92443"
"","19782.182","92445"
"","19782.683","92443"
"","19783.182","92441"
"","19783.685","92438"
"","19784.184","92440"
"","19784.686","92439"
"","19785.185","92436"
"","19785.687","92439"
"","19786.186","92437"
"","19786.688","92434"
"","19787.187","92444"
"","19787.69","92440"
"","19788.189","92432"
"","19788.69","92430"
"","19789.189","92444"
"","19789.692","92445"
"","19790.191","92447"
"","19790.693","92440"
"","19791.192","92440"
"","19791.694","92425"
"","19792.193","92440"
"","19792.695","92429"
"","19793.194","92430"
"","19793.697","92441"
"","19794.196","92439"
"","19794.697","92436"
"","19795.196","92431"
"","19795.699","92436"
"","19796.198","92434"
"","19796.7","92435"
"","19797.199","92438"
"","19797.701","92441"
"","19798.2","92428"
"","19798.702","92436"
"","19799.201","92439"
"","19799.704","92439"
"","19800.203","92438"
"","19800.704","92436"
"","19801.203","92434"
"","19801.706","92439"
"","19802.204","92444"
"","19802.707","92440"
"","19803.205","92440"
"","19803.708","92431"
"","19804.206","92431"
"","19804.709","92436"
"","19805.207","92441"
"","19805.711","92445"
"","19806.209","92444"
"","19806.711","92444"
"","19807.209","92445"
"","19807.713","92445"
"","19808.211","92442"
"","19808.714","92437"
"","19809.212","92439"
"","19809.715","92435"
"","19810.213","92439"
"","19810.715","92440"
"","19811.214","92438"
"","19811.717","92440"
"","19812.216","92435"
"","19812.717","92437"
"","19813.216","92433"
"","19813.719","92434"
"","19814.218","92438"
"","19814.72","92444"
"","19815.219","92442"
"","19815.721","92443"
"","19816.22","92442"
"","19816.722","92442"
"","19817.221","92445"
"","19817.724","92444"
"","19818.223","92442"
"","19818.724","92442"
"","19819.223","92444"
"","19819.726","92445"
"","19820.225","92441"
"","19820.726","92444"
"","19821.225","92446"
"","19821.727","92444"
"","19822.226","92444"
"","19822.729","92446"
"","19823.228","92439"
"","19823.73","92440"
"","19824.229","92440"
"","19824.731","92438"
"","19825.23","92437"
"","19825.732","92422"
"","19826.231","92434"
"","19826.734","92446"
"","19827.233","92431"
"","19827.734","92439"
"","19828.233","92437"
"","19828.736","92442"
"","19829.235","92439"
"","19829.737","92445"
"","19830.236","92433"
"","19830.738","92444"
"","19831.237","92442"
"","19831.739","92441"
"","19832.238","92446"
"","19832.752","92438"
"","19833.239","92438"
"","19833.741","92434"
"","19834.24","92435"
"","19834.743","92448"
"","19835.242","92441"
"","19835.744","92444"
"","19836.243","92434"
"","19836.745","92440"
"","19837.244","92437"
"","19837.746","92436"
"","19838.244","92438"
"","19838.748","92442"
"","19839.246","92443"
"","19839.748","92444"
"","19840.246","92446"
"","19840.75","92446"
"","19841.248","92439"
"","19841.751","92447"
"","19842.249","92444"
"","19842.752","92446"
"","19843.25","92424"
"","19843.753","92438"
"","19844.251","92426"
"","19844.755","92444"
"","19845.253","92445"
"","19845.755","92446"
"","19846.253","92441"
"","19846.756","92441"
"","19847.255","92441"
"","19847.757","92431"
"","19848.256","92438"
"","19848.758","92430"
"","19849.257","92435"
"","19849.759","92440"
"","19850.258","92441"
"","19850.761","92441"
"","19851.26","92447"
"","19851.761","92430"
"","19852.26","92433"
"","19852.763","92424"
"","19853.262","92435"
"","19853.764","92432"
"","19854.263","92436"
"","19854.765","92432"
"","19855.264","92443"
"","19855.766","92446"
"","19856.265","92441"
"","19856.768","92438"
"","19857.267","92441"
"","19857.768","92442"
"","19858.267","92441"
"","19858.77","92446"
"","19859.269","92448"
"","19859.771","92451"
"","19860.27","92440"
"","19860.772","92445"
"","19861.271","92448"
"","19861.773","92446"
"","19862.272","92445"
"","19862.775","92439"
"","19863.274","92439"
"","19863.775","92445"
"","19864.274","92436"
"","19864.777","92424"
"","19865.276","92430"
"","19865.778","92419"
"","19866.277","92441"
"","19866.779","92444"
"","19867.278","92437"
"","19867.78","92436"
"","19868.279","92433"
"","19868.782","92440"
"","19869.281","92442"
"","19869.782","92442"
"","19870.281","92446"
"","19870.783","92440"
"","19871.282","92436"
"","19871.785","92444"
"","19872.284","92431"
"","19872.785","92441"
"","19873.284","92433"
"","19873.787","92433"
"","19874.285","92444"
"","19874.788","92435"
"","19875.286","92427"
"","19875.789","92435"
"","19876.287","92441"
"","19876.79","92438"
"","19877.288","92438"
"","19877.792","92446"
"","19878.29","92433"
"","19878.792","92429"
"","19879.29","92430"
"","19879.794","92439"
"","19880.292","92435"
"","19880.795","92433"
